sim_id,paramset_id,country,pop_alpha,coi_p,coi_r,k_s,n_samples,n_rows,rmse,mae,bias
simulated_Cambodia_pop_069,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.5,100,100,0.2828427124746189,0.08,-0.08
simulated_Cambodia_pop_069,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.5,100,100,0.30000000000000016,0.09,-0.01
simulated_Cambodia_pop_069,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.5,100,100,0.7937253933193772,0.39,0.39
simulated_Cambodia_pop_069,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.5,100,100,0.6324555320336759,0.28,0.26
simulated_Cambodia_pop_069,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.5,100,100,0.282842712474619,0.08,-0.02
simulated_Cambodia_pop_070,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.2,100,100,0.17320508075688776,0.03,-0.03
simulated_Cambodia_pop_070,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.2,100,100,0.17320508075688776,0.03,-0.03
simulated_Cambodia_pop_070,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.2,100,100,0.24494897427831794,0.06,0.04
simulated_Cambodia_pop_070,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.2,100,100,0.5567764362830022,0.23,0.23
simulated_Cambodia_pop_070,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.2,100,100,0.3,0.09,0.09
simulated_Cambodia_pop_070,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.2,100,100,0.22360679774997894,0.05,0.03
simulated_Cambodia_pop_071,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.5,100,100,4.255584566190641,2.35,-2.35
simulated_Cambodia_pop_071,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.5,100,100,3.933192087859425,2.11,-2.11
simulated_Cambodia_pop_071,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.5,100,100,3.553871128783373,1.81,-1.75
simulated_Cambodia_pop_071,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.5,100,100,3.2093613071762417,1.62,-1.14
simulated_Cambodia_pop_071,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.5,100,100,3.3615472627943217,1.66,-1.38
simulated_Cambodia_pop_071,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.5,100,100,3.5327043465311396,1.8,-1.78
simulated_Cambodia_pop_072,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.2,100,100,2.8913664589601904,1.28,-1.28
simulated_Cambodia_pop_072,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.2,100,100,2.6095976701399772,1.15,-1.15
simulated_Cambodia_pop_072,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.2,100,100,2.4474476501040825,0.95,-0.87
simulated_Cambodia_pop_072,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.2,100,100,2.20454076850486,1.08,-0.2
simulated_Cambodia_pop_072,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.2,100,100,2.2671568097509276,1.04,-0.5
simulated_Cambodia_pop_072,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.2,100,100,2.3216373532487804,0.91,-0.87
simulated_Cambodia_pop_073,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.5,100,100,0.22360679774997913,0.03,-0.03
simulated_Cambodia_pop_073,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.5,100,100,0.14142135623730945,0.02,-0.02
simulated_Cambodia_pop_073,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.5,100,100,0.2828427124746189,0.08,0.06
simulated_Cambodia_pop_073,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.5,100,100,0.6999999999999998,0.29,0.29
simulated_Cambodia_pop_073,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.5,100,100,0.5830951894845302,0.22,0.22
simulated_Cambodia_pop_073,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.5,100,100,0.26457513110645914,0.07,0.05
simulated_Cambodia_pop_074,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.2,100,100,0.24494897427831785,0.04,-0.04
simulated_Cambodia_pop_074,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.2,100,100,0.19999999999999993,0.02,-0.02
simulated_Cambodia_pop_074,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.2,100,100,0.38729833462074137,0.11,0.07
simulated_Cambodia_pop_074,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.2,100,100,0.6708203932499369,0.27,0.27
simulated_Cambodia_pop_074,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.2,100,100,0.6082762530298219,0.23,0.21
simulated_Cambodia_pop_074,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.2,100,100,0.33166247903554,0.09,0.05
simulated_Cambodia_pop_075,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.5,100,100,2.867054237366289,1.52,-1.52
simulated_Cambodia_pop_075,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.5,100,100,2.3558437978779474,1.13,-1.13
simulated_Cambodia_pop_075,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.5,100,100,2.1610182784974326,1.13,-0.59
simulated_Cambodia_pop_075,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.5,100,100,1.6093476939431082,1.09,0.45
simulated_Cambodia_pop_075,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.5,100,100,1.9000000000000001,1.17,-0.07
simulated_Cambodia_pop_075,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.5,100,100,2.0615528128088303,1.05,-0.59
simulated_Cambodia_pop_076,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.2,100,100,3.5312887166019125,1.87,-1.87
simulated_Cambodia_pop_076,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.2,100,100,2.9631064780058134,1.4,-1.4
simulated_Cambodia_pop_076,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.2,100,100,2.8195744359743378,1.29,-1.13
simulated_Cambodia_pop_076,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.2,100,100,1.8947295321496411,1.15,-0.03
simulated_Cambodia_pop_076,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.2,100,100,2.310844001658268,1.24,-0.42
simulated_Cambodia_pop_076,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.2,100,100,2.7110883423451924,1.23,-1.07
simulated_Cambodia_pop_077,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.5,100,100,0.4123105625617661,0.11,-0.11
simulated_Cambodia_pop_077,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.5,100,100,0.264575131106459,0.05,-0.05
simulated_Cambodia_pop_077,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.5,100,100,0.22360679774997916,0.05,0.01
simulated_Cambodia_pop_077,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.5,100,100,0.7211102550927979,0.3,0.28
simulated_Cambodia_pop_077,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.5,100,100,0.529150262212918,0.2,0.18
simulated_Cambodia_pop_077,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.5,100,100,0.22360679774997894,0.05,0.01
simulated_Cambodia_pop_078,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.2,100,100,0.24494897427831794,0.04,-0.04
simulated_Cambodia_pop_078,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.2,100,100,0.1732050807568878,0.03,-0.03
simulated_Cambodia_pop_078,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.2,100,100,0.30000000000000016,0.09,0.05
simulated_Cambodia_pop_078,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.2,100,100,0.5,0.17,0.17
simulated_Cambodia_pop_078,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.2,100,100,0.34641016151377535,0.1,0.1
simulated_Cambodia_pop_078,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.2,100,100,0.2645751311064591,0.07,0.03
simulated_Cambodia_pop_079,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.5,100,100,4.252058325093858,2.16,-2.16
simulated_Cambodia_pop_079,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.5,100,100,3.847076812334272,1.86,-1.86
simulated_Cambodia_pop_079,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.5,100,100,3.5,1.63,-1.53
simulated_Cambodia_pop_079,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.5,100,100,2.9410882339705484,1.55,-0.83
simulated_Cambodia_pop_079,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.5,100,100,3.1464265445104544,1.5,-1.16
simulated_Cambodia_pop_079,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.5,100,100,3.485685011586675,1.59,-1.55
simulated_Cambodia_pop_080,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.2,100,100,2.854820484724042,1.31,-1.31
simulated_Cambodia_pop_080,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.2,100,100,2.5199206336708286,1.05,-1.05
simulated_Cambodia_pop_080,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.2,100,100,2.23830292855994,0.85,-0.65
simulated_Cambodia_pop_080,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.2,100,100,1.8681541692269403,0.95,-0.07
simulated_Cambodia_pop_080,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.2,100,100,2.128379665379276,0.97,-0.35
simulated_Cambodia_pop_080,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.2,100,100,2.2315913604421396,0.82,-0.68
simulated_Cambodia_pop_081,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.5,100,100,0.24494897427831794,0.04,-0.04
simulated_Cambodia_pop_081,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.5,100,100,0.1732050807568878,0.03,-0.03
simulated_Cambodia_pop_081,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.5,100,100,0.22360679774997916,0.05,0.03
simulated_Cambodia_pop_081,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.5,100,100,0.45825756949558405,0.17,0.17
simulated_Cambodia_pop_081,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.5,100,100,0.3,0.09,0.09
simulated_Cambodia_pop_081,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.5,100,100,0.14142135623730948,0.02,0
simulated_Cambodia_pop_082,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.2,100,100,0.45825756949558344,0.13,-0.13
simulated_Cambodia_pop_082,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.2,100,100,0.42426406871192873,0.12,-0.1
simulated_Cambodia_pop_082,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.2,100,100,0.4123105625617661,0.15,0.07
simulated_Cambodia_pop_082,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.2,100,100,0.812403840463596,0.38,0.36
simulated_Cambodia_pop_082,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.2,100,100,0.7348469228349535,0.34,0.32
simulated_Cambodia_pop_082,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.2,100,100,0.34641016151377535,0.1,0.02
simulated_Cambodia_pop_083,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.5,100,100,3.7696153649941526,1.97,-1.97
simulated_Cambodia_pop_083,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.5,100,100,3.5524639336663215,1.86,-1.86
simulated_Cambodia_pop_083,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.5,100,100,3.3346664001066126,1.6,-1.6
simulated_Cambodia_pop_083,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.5,100,100,2.989983277545211,1.34,-0.94
simulated_Cambodia_pop_083,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.5,100,100,3.1080540535840107,1.44,-1.28
simulated_Cambodia_pop_083,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.5,100,100,3.278719262151,1.59,-1.59
simulated_Cambodia_pop_084,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.2,100,100,2.774887385102322,1.36,-1.36
simulated_Cambodia_pop_084,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.2,100,100,2.439262183530095,1.17,-1.17
simulated_Cambodia_pop_084,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.2,100,100,2.172556098240041,0.96,-0.92
simulated_Cambodia_pop_084,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.2,100,100,2.142428528562854,1.17,-0.19
simulated_Cambodia_pop_084,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.2,100,100,2.0396078054371145,0.94,-0.48
simulated_Cambodia_pop_084,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.2,100,100,2.17025344142107,0.95,-0.95
simulated_Cambodia_pop_085,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.5,100,100,0.30000000000000016,0.03,-0.03
simulated_Cambodia_pop_085,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.5,100,100,0.19999999999999993,0.02,-0.02
simulated_Cambodia_pop_085,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.5,100,100,0.33166247903554,0.09,0.07
simulated_Cambodia_pop_085,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.5,100,100,0.8888194417315589,0.35,0.35
simulated_Cambodia_pop_085,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.5,100,100,0.6244997998398398,0.23,0.21
simulated_Cambodia_pop_085,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.5,100,100,0.264575131106459,0.07,0.05
simulated_Cambodia_pop_086,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.2,100,100,0.5,0.13,-0.13
simulated_Cambodia_pop_086,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.2,100,100,0.37416573867739406,0.1,-0.04
simulated_Cambodia_pop_086,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.2,100,100,0.5477225575051657,0.22,0.16
simulated_Cambodia_pop_086,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.2,100,100,0.9539392014169457,0.47,0.45
simulated_Cambodia_pop_086,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.2,100,100,0.7874007874011814,0.38,0.36
simulated_Cambodia_pop_086,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.2,100,100,0.41231056256176607,0.15,0.11
simulated_Cambodia_pop_087,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.5,100,100,3.541186241925155,1.8,-1.8
simulated_Cambodia_pop_087,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.5,100,100,3.0643106892089143,1.41,-1.41
simulated_Cambodia_pop_087,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.5,100,100,2.9103264421710477,1.29,-1.05
simulated_Cambodia_pop_087,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.5,100,100,2.0736441353327724,1.24,-0.02
simulated_Cambodia_pop_087,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.5,100,100,2.5357444666211926,1.17,-0.51
simulated_Cambodia_pop_087,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.5,100,100,2.7568097504180447,1.22,-1.04
simulated_Cambodia_pop_088,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.2,100,100,2.643860813280456,1.27,-1.27
simulated_Cambodia_pop_088,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.2,100,100,2.275961335348207,0.92,-0.92
simulated_Cambodia_pop_088,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.2,100,100,2.111871208194288,0.98,-0.58
simulated_Cambodia_pop_088,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.2,100,100,1.6822603841260726,1.07,0.45
simulated_Cambodia_pop_088,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.2,100,100,1.7058722109231987,0.89,-0.13
simulated_Cambodia_pop_088,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.2,100,100,2.002498439450078,0.93,-0.53
simulated_Cambodia_pop_089,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.5,100,100,0.2645751311064589,0.05,-0.05
simulated_Cambodia_pop_089,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.5,100,100,0.1732050807568878,0.03,-0.03
simulated_Cambodia_pop_089,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.5,100,100,0.24494897427831794,0.06,0.06
simulated_Cambodia_pop_089,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.5,100,100,0.6557438524302002,0.25,0.25
simulated_Cambodia_pop_089,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.5,100,100,0.5385164807134505,0.17,0.17
simulated_Cambodia_pop_089,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.5,100,100,0.19999999999999996,0.04,0.04
simulated_Cambodia_pop_090,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.2,100,100,0.374165738677394,0.1,-0.1
simulated_Cambodia_pop_090,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.2,100,100,0.26457513110645897,0.07,-0.07
simulated_Cambodia_pop_090,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.2,100,100,0.30000000000000016,0.09,0.05
simulated_Cambodia_pop_090,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.2,100,100,0.6708203932499368,0.31,0.31
simulated_Cambodia_pop_090,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.2,100,100,0.4358898943540674,0.17,0.17
simulated_Cambodia_pop_090,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.2,100,100,0.24494897427831774,0.06,0.02
simulated_Cambodia_pop_091,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.5,100,100,2.4020824298928614,1.53,-1.53
simulated_Cambodia_pop_091,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.5,100,100,1.98997487421324,1.12,-1.12
simulated_Cambodia_pop_091,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.5,100,100,1.7492855684535897,1.06,-0.82
simulated_Cambodia_pop_091,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.5,100,100,1.3266499161421599,0.9,0.1
simulated_Cambodia_pop_091,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.5,100,100,1.5033296378372911,0.94,-0.36
simulated_Cambodia_pop_091,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.5,100,100,1.6792855623746665,0.98,-0.82
simulated_Cambodia_pop_092,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.2,100,100,2.1213203435596424,1.08,-1.08
simulated_Cambodia_pop_092,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.2,100,100,1.7291616465790578,0.81,-0.81
simulated_Cambodia_pop_092,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.2,100,100,1.5427248620541518,0.68,-0.44
simulated_Cambodia_pop_092,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.2,100,100,1.5427248620541514,1.08,0.6
simulated_Cambodia_pop_092,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.2,100,100,1.3601470508735443,0.73,0.05
simulated_Cambodia_pop_092,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.2,100,100,1.4142135623730951,0.56,-0.46
simulated_Cambodia_pop_093,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.5,100,100,0.31622776601683816,0.08,-0.08
simulated_Cambodia_pop_093,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.5,100,100,0.26457513110645897,0.07,-0.07
simulated_Cambodia_pop_093,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.5,100,100,0.2828427124746189,0.08,0.04
simulated_Cambodia_pop_093,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.5,100,100,0.6082762530298219,0.23,0.23
simulated_Cambodia_pop_093,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.5,100,100,0.4795831523312719,0.17,0.15
simulated_Cambodia_pop_093,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.5,100,100,0.17320508075688767,0.03,-0.01
simulated_Cambodia_pop_094,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.2,100,100,0.09999999999999996,0.01,-0.01
simulated_Cambodia_pop_094,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.2,100,100,0.17320508075688779,0.03,0.01
simulated_Cambodia_pop_094,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.2,100,100,0.24494897427831794,0.06,0.04
simulated_Cambodia_pop_094,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.2,100,100,0.7280109889280517,0.29,0.29
simulated_Cambodia_pop_094,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.2,100,100,0.44721359549995787,0.14,0.14
simulated_Cambodia_pop_094,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.2,100,100,0.19999999999999996,0.04,0.02
simulated_Cambodia_pop_095,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.5,100,100,3.7828560638755473,2.09,-2.09
simulated_Cambodia_pop_095,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.5,100,100,3.348133808556641,1.77,-1.77
simulated_Cambodia_pop_095,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.5,100,100,3.260368077380222,1.65,-1.57
simulated_Cambodia_pop_095,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.5,100,100,2.754995462791182,1.37,-0.91
simulated_Cambodia_pop_095,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.5,100,100,2.958039891549808,1.45,-1.23
simulated_Cambodia_pop_095,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.5,100,100,3.2388269481403293,1.63,-1.59
simulated_Cambodia_pop_096,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.2,100,100,3.4423828956116993,2.09,-2.09
simulated_Cambodia_pop_096,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.2,100,100,3.4,1.96,-1.96
simulated_Cambodia_pop_096,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.2,100,100,3.218695387886214,1.8,-1.8
simulated_Cambodia_pop_096,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.2,100,100,2.8478061731796283,1.51,-1.43
simulated_Cambodia_pop_096,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.2,100,100,3.0757112998459393,1.66,-1.66
simulated_Cambodia_pop_096,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.2,100,100,3.2264531609803364,1.85,-1.85
simulated_Cambodia_pop_097,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.5,100,100,0.39999999999999986,0.08,-0.08
simulated_Cambodia_pop_097,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.5,100,100,0.2828427124746189,0.06,-0.06
simulated_Cambodia_pop_097,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.5,100,100,0.3464101615137756,0.12,0.08
simulated_Cambodia_pop_097,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.5,100,100,0.7999999999999999,0.34,0.34
simulated_Cambodia_pop_097,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.5,100,100,0.6164414002968976,0.24,0.24
simulated_Cambodia_pop_097,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.5,100,100,0.282842712474619,0.08,0.06
simulated_Cambodia_pop_098,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.2,100,100,0.3000000000000001,0.07,-0.07
simulated_Cambodia_pop_098,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.2,100,100,0.19999999999999993,0.04,-0.02
simulated_Cambodia_pop_098,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.2,100,100,0.39999999999999986,0.12,0.12
simulated_Cambodia_pop_098,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.2,100,100,0.9949874371066199,0.51,0.51
simulated_Cambodia_pop_098,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.2,100,100,0.7483314773547881,0.34,0.34
simulated_Cambodia_pop_098,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.2,100,100,0.282842712474619,0.08,0.08
simulated_Cambodia_pop_099,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.5,100,100,3.114482300479486,1.44,-1.44
simulated_Cambodia_pop_099,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.5,100,100,2.675817632051929,1.12,-1.12
simulated_Cambodia_pop_099,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.5,100,100,2.418677324489563,1.11,-0.69
simulated_Cambodia_pop_099,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.5,100,100,2.012461179749811,1.17,0.15
simulated_Cambodia_pop_099,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.5,100,100,2.2449944320643644,1.12,-0.24
simulated_Cambodia_pop_099,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.5,100,100,2.313006701244076,1.01,-0.71
simulated_Cambodia_pop_100,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.2,100,100,3.349626844888842,1.78,-1.78
simulated_Cambodia_pop_100,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.2,100,100,2.853068523537423,1.34,-1.34
simulated_Cambodia_pop_100,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.2,100,100,2.590366769397726,1.17,-0.87
simulated_Cambodia_pop_100,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.2,100,100,1.8055470085267784,1.12,0.18
simulated_Cambodia_pop_100,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.2,100,100,2.2583179581272437,1.16,-0.38
simulated_Cambodia_pop_100,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.2,100,100,2.477902338672775,1.08,-0.86
simulated_Cambodia_pop_101,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.5,100,100,0.19999999999999996,0.04,-0.04
simulated_Cambodia_pop_101,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.5,100,100,0.14142135623730945,0.02,0
simulated_Cambodia_pop_101,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.5,100,100,0.2828427124746189,0.08,0.06
simulated_Cambodia_pop_101,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.5,100,100,0.7681145747868608,0.35,0.33
simulated_Cambodia_pop_101,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.5,100,100,0.5099019513592786,0.2,0.18
simulated_Cambodia_pop_101,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.5,100,100,0.28284271247461895,0.08,0.06
simulated_Cambodia_pop_102,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.2,100,100,0.39999999999999986,0.1,-0.1
simulated_Cambodia_pop_102,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.2,100,100,0.30000000000000016,0.07,-0.07
simulated_Cambodia_pop_102,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.2,100,100,0.3316624790355399,0.11,0.05
simulated_Cambodia_pop_102,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.2,100,100,0.6708203932499368,0.29,0.29
simulated_Cambodia_pop_102,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.2,100,100,0.45825756949558405,0.17,0.17
simulated_Cambodia_pop_102,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.2,100,100,0.24494897427831774,0.06,0
simulated_Cambodia_pop_103,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.5,100,100,3.184336665618133,1.52,-1.52
simulated_Cambodia_pop_103,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.5,100,100,3.083828789021856,1.31,-1.29
