sim_id,country,pop_alpha,coi_p,coi_r,k_s,n_samples,n_rows,mean_tool_coi,mean_sim_coi,mean_error,abs_mean_error,mean_sq_error
simulated_Cambodia_pop_034,Cambodia,2.33,0.7,0.25,0.2,100,600,1.3033333333333332,1.21,0.09333333333333327,0.09333333333333327,0.008711111111111098
simulated_Cambodia_pop_035,Cambodia,2.33,0.2,0.5,0.5,100,600,2.24,3.48,-1.2399999999999998,1.2399999999999998,1.5375999999999994
simulated_Cambodia_pop_036,Cambodia,2.33,0.2,0.5,0.2,100,600,2.185,3.07,-0.8849999999999998,0.8849999999999998,0.7832249999999996
simulated_Cambodia_pop_037,Cambodia,99,0.7,0.25,0.5,100,600,1.28,1.17,0.1100000000000001,0.1100000000000001,0.012100000000000022
simulated_Cambodia_pop_038,Cambodia,99,0.7,0.25,0.2,100,600,1.3016666666666667,1.2,0.1016666666666668,0.1016666666666668,0.010336111111111136
simulated_Cambodia_pop_039,Cambodia,99,0.2,0.5,0.5,100,600,2.493333333333333,3.09,-0.5966666666666667,0.5966666666666667,0.3560111111111111
simulated_Cambodia_pop_040,Cambodia,99,0.2,0.5,0.2,100,600,2.703333333333333,3.44,-0.7366666666666668,0.7366666666666668,0.5426777777777779
simulated_Cambodia_pop_041,Cambodia,9,0.7,0.25,0.5,100,600,1.2066666666666668,1.2,0.006666666666666821,0.006666666666666821,4.44444444444465e-5
simulated_Cambodia_pop_042,Cambodia,9,0.7,0.25,0.2,100,600,1.3016666666666667,1.3,0.0016666666666667052,0.0016666666666667052,2.7777777777779062e-6
simulated_Cambodia_pop_043,Cambodia,9,0.2,0.5,0.5,100,600,2.7733333333333334,4.5,-1.7266666666666666,1.7266666666666666,2.9813777777777775
simulated_Cambodia_pop_044,Cambodia,9,0.2,0.5,0.2,100,600,2.435,3.43,-0.9950000000000001,0.9950000000000001,0.9900250000000003
simulated_Cambodia_pop_045,Cambodia,2.33,0.7,0.25,0.5,100,600,1.285,1.27,0.014999999999999902,0.014999999999999902,2.2499999999999707e-4
simulated_Cambodia_pop_046,Cambodia,2.33,0.7,0.25,0.2,100,600,1.3233333333333333,1.26,0.06333333333333324,0.06333333333333324,0.0040111111111111
simulated_Cambodia_pop_047,Cambodia,2.33,0.2,0.5,0.5,100,600,2.2716666666666665,4,-1.7283333333333335,1.7283333333333335,2.987136111111112
simulated_Cambodia_pop_048,Cambodia,2.33,0.2,0.5,0.2,100,600,1.8716666666666666,3.32,-1.4483333333333333,1.4483333333333333,2.097669444444444
simulated_Cambodia_pop_049,Cambodia,99,0.7,0.25,0.5,100,600,1.5366666666666666,1.31,0.22666666666666657,0.22666666666666657,0.05137777777777774
simulated_Cambodia_pop_050,Cambodia,99,0.7,0.25,0.2,100,600,1.28,1.2,0.08000000000000007,0.08000000000000007,0.006400000000000012
simulated_Cambodia_pop_051,Cambodia,99,0.2,0.5,0.5,100,600,2.7383333333333333,3.54,-0.8016666666666667,0.8016666666666667,0.6426694444444446
simulated_Cambodia_pop_052,Cambodia,99,0.2,0.5,0.2,100,600,2.7116666666666664,3.29,-0.5783333333333336,0.5783333333333336,0.33446944444444476
simulated_Cambodia_pop_053,Cambodia,9,0.7,0.25,0.5,100,600,1.3466666666666667,1.24,0.10666666666666669,0.10666666666666669,0.011377777777777782
simulated_Cambodia_pop_054,Cambodia,9,0.7,0.25,0.2,100,600,1.3333333333333333,1.27,0.06333333333333324,0.06333333333333324,0.0040111111111111
simulated_Cambodia_pop_055,Cambodia,9,0.2,0.5,0.5,100,600,2.691666666666667,4,-1.3083333333333331,1.3083333333333331,1.7117361111111105
simulated_Cambodia_pop_056,Cambodia,9,0.2,0.5,0.2,100,600,2.405,3.21,-0.8050000000000002,0.8050000000000002,0.6480250000000003
simulated_Cambodia_pop_057,Cambodia,2.33,0.7,0.25,0.5,100,600,1.135,1.1,0.03499999999999992,0.03499999999999992,0.0012249999999999943
simulated_Cambodia_pop_058,Cambodia,2.33,0.7,0.25,0.2,100,600,1.225,1.23,-0.004999999999999893,0.004999999999999893,2.4999999999998934e-5
simulated_Cambodia_pop_059,Cambodia,2.33,0.2,0.5,0.5,100,600,2.4133333333333336,3.78,-1.3666666666666663,1.3666666666666663,1.8677777777777766
simulated_Cambodia_pop_060,Cambodia,2.33,0.2,0.5,0.2,100,600,2.1216666666666666,3.13,-1.0083333333333333,1.0083333333333333,1.016736111111111
simulated_Cambodia_pop_061,Cambodia,99,0.7,0.25,0.5,100,600,1.275,1.21,0.06499999999999995,0.06499999999999995,0.004224999999999993
simulated_Cambodia_pop_062,Cambodia,99,0.7,0.25,0.2,100,600,1.365,1.22,0.14500000000000002,0.14500000000000002,0.021025000000000005
simulated_Cambodia_pop_063,Cambodia,99,0.2,0.5,0.5,100,600,2.921666666666667,3.95,-1.0283333333333333,1.0283333333333333,1.0574694444444444
simulated_Cambodia_pop_064,Cambodia,99,0.2,0.5,0.2,100,600,2.441666666666667,2.9,-0.45833333333333304,0.45833333333333304,0.21006944444444417
simulated_Cambodia_pop_065,Cambodia,9,0.7,0.25,0.5,100,600,1.2116666666666667,1.17,0.04166666666666674,0.04166666666666674,0.0017361111111111173
simulated_Cambodia_pop_066,Cambodia,9,0.7,0.25,0.2,100,600,1.3883333333333334,1.27,0.1183333333333334,0.1183333333333334,0.014002777777777795
simulated_Cambodia_pop_067,Cambodia,9,0.2,0.5,0.5,100,600,2.5,3.33,-0.8300000000000001,0.8300000000000001,0.6889000000000001
simulated_Cambodia_pop_068,Cambodia,9,0.2,0.5,0.2,100,600,2.5566666666666666,3.07,-0.5133333333333332,0.5133333333333332,0.263511111111111
simulated_Cambodia_pop_069,Cambodia,2.33,0.7,0.25,0.5,100,600,1.4983333333333333,1.43,0.06833333333333336,0.06833333333333336,0.004669444444444447
simulated_Cambodia_pop_070,Cambodia,2.33,0.7,0.25,0.2,100,600,1.285,1.23,0.05499999999999994,0.05499999999999994,0.003024999999999993
simulated_Cambodia_pop_071,Cambodia,2.33,0.2,0.5,0.5,100,600,2.2783333333333333,4.03,-1.751666666666667,1.751666666666667,3.068336111111112
simulated_Cambodia_pop_072,Cambodia,2.33,0.2,0.5,0.2,100,600,2.078333333333333,2.89,-0.811666666666667,0.811666666666667,0.6588027777777783
simulated_Cambodia_pop_073,Cambodia,99,0.7,0.25,0.5,100,600,1.295,1.2,0.09499999999999997,0.09499999999999997,0.009024999999999995
simulated_Cambodia_pop_074,Cambodia,99,0.7,0.25,0.2,100,600,1.32,1.23,0.09000000000000008,0.09000000000000008,0.008100000000000015
simulated_Cambodia_pop_075,Cambodia,99,0.2,0.5,0.5,100,600,2.635,3.21,-0.5750000000000002,0.5750000000000002,0.3306250000000002
simulated_Cambodia_pop_076,Cambodia,99,0.2,0.5,0.2,100,600,2.5833333333333335,3.57,-0.9866666666666664,0.9866666666666664,0.9735111111111105
simulated_Cambodia_pop_077,Cambodia,9,0.7,0.25,0.5,100,600,1.3533333333333333,1.3,0.05333333333333323,0.05333333333333323,0.0028444444444444337
simulated_Cambodia_pop_078,Cambodia,9,0.7,0.25,0.2,100,600,1.1966666666666668,1.15,0.046666666666666856,0.046666666666666856,0.0021777777777777954
simulated_Cambodia_pop_079,Cambodia,9,0.2,0.5,0.5,100,600,2.345,3.86,-1.5149999999999997,1.5149999999999997,2.295224999999999
simulated_Cambodia_pop_080,Cambodia,9,0.2,0.5,0.2,100,600,2.205,2.89,-0.685,0.685,0.46922500000000006
simulated_Cambodia_pop_081,Cambodia,2.33,0.7,0.25,0.5,100,600,1.2366666666666666,1.2,0.036666666666666625,0.036666666666666625,0.0013444444444444413
simulated_Cambodia_pop_082,Cambodia,2.33,0.7,0.25,0.2,100,600,1.47,1.38,0.09000000000000008,0.09000000000000008,0.008100000000000015
simulated_Cambodia_pop_083,Cambodia,2.33,0.2,0.5,0.5,100,600,2.14,3.68,-1.54,1.54,2.3716
simulated_Cambodia_pop_084,Cambodia,2.33,0.2,0.5,0.2,100,600,2.205,3.05,-0.8449999999999998,0.8449999999999998,0.7140249999999996
simulated_Cambodia_pop_085,Cambodia,99,0.7,0.25,0.5,100,600,1.295,1.19,0.10499999999999998,0.10499999999999998,0.011024999999999997
simulated_Cambodia_pop_086,Cambodia,99,0.7,0.25,0.2,100,600,1.5516666666666667,1.4,0.15166666666666684,0.15166666666666684,0.02300277777777783
simulated_Cambodia_pop_087,Cambodia,99,0.2,0.5,0.5,100,600,2.558333333333333,3.53,-0.9716666666666667,0.9716666666666667,0.9441361111111112
simulated_Cambodia_pop_088,Cambodia,99,0.2,0.5,0.2,100,600,2.5033333333333334,3,-0.4966666666666666,0.4966666666666666,0.2466777777777777
simulated_Cambodia_pop_089,Cambodia,9,0.7,0.25,0.5,100,600,1.2433333333333334,1.17,0.07333333333333347,0.07333333333333347,0.005377777777777798
simulated_Cambodia_pop_090,Cambodia,9,0.7,0.25,0.2,100,600,1.4033333333333333,1.34,0.06333333333333324,0.06333333333333324,0.0040111111111111
simulated_Cambodia_pop_091,Cambodia,9,0.2,0.5,0.5,100,600,2.591666666666667,3.35,-0.7583333333333333,0.7583333333333333,0.5750694444444444
simulated_Cambodia_pop_092,Cambodia,9,0.2,0.5,0.2,100,600,2.4233333333333333,2.78,-0.35666666666666647,0.35666666666666647,0.12721111111111097
simulated_Cambodia_pop_093,Cambodia,2.33,0.7,0.25,0.5,100,600,1.3133333333333332,1.27,0.043333333333333224,0.043333333333333224,0.0018777777777777684
simulated_Cambodia_pop_094,Cambodia,2.33,0.7,0.25,0.2,100,600,1.2616666666666667,1.18,0.08166666666666678,0.08166666666666678,0.006669444444444462
simulated_Cambodia_pop_095,Cambodia,2.33,0.2,0.5,0.5,100,600,2.243333333333333,3.77,-1.5266666666666668,1.5266666666666668,2.330711111111112
simulated_Cambodia_pop_096,Cambodia,2.33,0.2,0.5,0.2,100,600,1.7216666666666667,3.52,-1.7983333333333333,1.7983333333333333,3.234002777777778
simulated_Cambodia_pop_097,Cambodia,99,0.7,0.25,0.5,100,600,1.3666666666666667,1.27,0.09666666666666668,0.09666666666666668,0.009344444444444447
simulated_Cambodia_pop_098,Cambodia,99,0.7,0.25,0.2,100,600,1.5,1.34,0.15999999999999992,0.15999999999999992,0.025599999999999973
simulated_Cambodia_pop_099,Cambodia,99,0.2,0.5,0.5,100,600,2.395,3.07,-0.6749999999999998,0.6749999999999998,0.4556249999999998
simulated_Cambodia_pop_100,Cambodia,99,0.2,0.5,0.2,100,600,2.6683333333333334,3.51,-0.8416666666666663,0.8416666666666663,0.7084027777777773
simulated_Cambodia_pop_101,Cambodia,9,0.7,0.25,0.5,100,600,1.3283333333333334,1.23,0.09833333333333338,0.09833333333333338,0.009669444444444454
simulated_Cambodia_pop_102,Cambodia,9,0.7,0.25,0.2,100,600,1.3766666666666667,1.32,0.05666666666666664,0.05666666666666664,0.0032111111111111086
simulated_Cambodia_pop_103,Cambodia,9,0.2,0.5,0.5,100,600,2.39,3.3,-0.9099999999999997,0.9099999999999997,0.8280999999999995
simulated_Cambodia_pop_104,Cambodia,9,0.2,0.5,0.2,100,600,2.4133333333333336,3.41,-0.9966666666666666,0.9966666666666666,0.9933444444444443
simulated_Cambodia_pop_105,Cambodia,2.33,0.7,0.25,0.5,100,600,1.2283333333333333,1.27,-0.04166666666666674,0.04166666666666674,0.0017361111111111173
simulated_Cambodia_pop_106,Cambodia,2.33,0.7,0.25,0.2,100,600,1.175,1.14,0.03500000000000014,0.03500000000000014,0.00122500000000001
simulated_Cambodia_pop_107,Cambodia,2.33,0.2,0.5,0.5,100,600,2.215,3.44,-1.225,1.225,1.5006250000000003
simulated_Cambodia_pop_108,Cambodia,2.33,0.2,0.5,0.2,100,600,2.03,3.15,-1.12,1.12,1.2544000000000002
simulated_Cambodia_pop_109,Cambodia,99,0.7,0.25,0.5,100,600,1.485,1.38,0.1050000000000002,0.1050000000000002,0.011025000000000043
simulated_Cambodia_pop_110,Cambodia,99,0.7,0.25,0.2,100,600,1.3783333333333334,1.25,0.1283333333333334,0.1283333333333334,0.016469444444444464
simulated_Cambodia_pop_111,Cambodia,99,0.2,0.5,0.5,100,600,2.441666666666667,3.05,-0.608333333333333,0.608333333333333,0.37006944444444395
simulated_Cambodia_pop_112,Cambodia,99,0.2,0.5,0.2,100,600,2.4183333333333334,3.03,-0.6116666666666664,0.6116666666666664,0.3741361111111107
simulated_Cambodia_pop_113,Cambodia,9,0.7,0.25,0.5,100,600,1.4216666666666666,1.26,0.16166666666666663,0.16166666666666663,0.026136111111111096
simulated_Cambodia_pop_114,Cambodia,9,0.7,0.25,0.2,100,600,1.2316666666666667,1.18,0.05166666666666675,0.05166666666666675,0.002669444444444453
simulated_Cambodia_pop_115,Cambodia,9,0.2,0.5,0.5,100,600,2.43,3.46,-1.0299999999999998,1.0299999999999998,1.0608999999999995
simulated_Cambodia_pop_116,Cambodia,9,0.2,0.5,0.2,100,600,2.35,3.05,-0.6999999999999997,0.6999999999999997,0.4899999999999996
simulated_Cambodia_pop_117,Cambodia,2.33,0.7,0.25,0.5,100,600,1.2783333333333333,1.28,-0.0016666666666667052,0.0016666666666667052,2.7777777777779062e-6
simulated_Cambodia_pop_118,Cambodia,2.33,0.7,0.25,0.2,100,600,1.27,1.24,0.030000000000000027,0.030000000000000027,9.000000000000016e-4
simulated_Cambodia_pop_119,Cambodia,2.33,0.2,0.5,0.5,100,600,2.1333333333333333,3.38,-1.2466666666666666,1.2466666666666666,1.5541777777777777
simulated_Cambodia_pop_120,Cambodia,2.33,0.2,0.5,0.2,100,600,2.09,2.95,-0.8600000000000003,0.8600000000000003,0.7396000000000006
simulated_Ghana_pop_001,Ghana,99,0.7,0.25,0.5,100,600,1.4283333333333332,1.22,0.20833333333333326,0.20833333333333326,0.04340277777777775
simulated_Ghana_pop_002,Ghana,99,0.7,0.25,0.2,100,600,1.44,1.21,0.22999999999999998,0.22999999999999998,0.05289999999999999
simulated_Ghana_pop_003,Ghana,99,0.2,0.5,0.5,100,600,3.2383333333333333,3.47,-0.2316666666666669,0.2316666666666669,0.053669444444444554
simulated_Ghana_pop_004,Ghana,99,0.2,0.5,0.2,100,600,2.763333333333333,3.02,-0.2566666666666668,0.2566666666666668,0.06587777777777785
simulated_Ghana_pop_005,Ghana,9,0.7,0.25,0.5,100,600,1.5333333333333334,1.36,0.17333333333333334,0.17333333333333334,0.030044444444444447
simulated_Ghana_pop_006,Ghana,9,0.7,0.25,0.2,100,600,1.4366666666666668,1.29,0.14666666666666672,0.14666666666666672,0.021511111111111127
simulated_Ghana_pop_007,Ghana,9,0.2,0.5,0.5,100,600,3.0516666666666667,3.38,-0.32833333333333314,0.32833333333333314,0.10780277777777765
simulated_Ghana_pop_008,Ghana,9,0.2,0.5,0.2,100,600,2.805,3.42,-0.6149999999999998,0.6149999999999998,0.3782249999999997
simulated_Ghana_pop_009,Ghana,2.33,0.7,0.25,0.5,100,600,1.3883333333333334,1.28,0.10833333333333339,0.10833333333333339,0.011736111111111124
simulated_Ghana_pop_010,Ghana,2.33,0.7,0.25,0.2,100,600,1.355,1.22,0.135,0.135,0.018225
simulated_Ghana_pop_011,Ghana,2.33,0.2,0.5,0.5,100,600,2.3216666666666668,3.09,-0.7683333333333331,0.7683333333333331,0.5903361111111107
simulated_Ghana_pop_012,Ghana,2.33,0.2,0.5,0.2,100,600,2.95,3.39,-0.43999999999999995,0.43999999999999995,0.19359999999999997
simulated_Ghana_pop_013,Ghana,99,0.7,0.25,0.5,100,600,1.5916666666666666,1.31,0.2816666666666665,0.2816666666666665,0.07933611111111102
simulated_Ghana_pop_014,Ghana,99,0.7,0.25,0.2,100,600,1.3816666666666666,1.24,0.1416666666666666,0.1416666666666666,0.020069444444444428
simulated_Ghana_pop_015,Ghana,99,0.2,0.5,0.5,100,600,3.145,3.64,-0.4950000000000001,0.4950000000000001,0.2450250000000001
simulated_Ghana_pop_016,Ghana,99,0.2,0.5,0.2,100,600,2.8916666666666666,3.46,-0.5683333333333334,0.5683333333333334,0.3230027777777778
simulated_Ghana_pop_017,Ghana,9,0.7,0.25,0.5,100,600,1.3866666666666667,1.26,0.1266666666666667,0.1266666666666667,0.016044444444444455
simulated_Ghana_pop_018,Ghana,9,0.7,0.25,0.2,100,600,1.4366666666666668,1.21,0.2266666666666668,0.2266666666666668,0.051377777777777835
simulated_Ghana_pop_019,Ghana,9,0.2,0.5,0.5,100,600,2.8716666666666666,3.45,-0.5783333333333336,0.5783333333333336,0.33446944444444476
simulated_Ghana_pop_020,Ghana,9,0.2,0.5,0.2,100,600,2.5,3,-0.5,0.5,0.25
simulated_Ghana_pop_021,Ghana,2.33,0.7,0.25,0.5,100,600,1.38,1.27,0.10999999999999988,0.10999999999999988,0.012099999999999972
simulated_Ghana_pop_022,Ghana,2.33,0.7,0.25,0.2,100,600,1.2616666666666667,1.23,0.03166666666666673,0.03166666666666673,0.001002777777777782
simulated_Ghana_pop_023,Ghana,2.33,0.2,0.5,0.5,100,600,2.64,4.01,-1.3699999999999997,1.3699999999999997,1.8768999999999991
simulated_Ghana_pop_024,Ghana,2.33,0.2,0.5,0.2,100,600,2.2283333333333335,2.74,-0.5116666666666667,0.5116666666666667,0.26180277777777783
simulated_Ghana_pop_025,Ghana,99,0.7,0.25,0.5,100,600,1.5616666666666668,1.3,0.2616666666666667,0.2616666666666667,0.06846944444444447
simulated_Ghana_pop_026,Ghana,99,0.7,0.25,0.2,100,600,1.21,1.15,0.06000000000000005,0.06000000000000005,0.0036000000000000064
simulated_Ghana_pop_027,Ghana,99,0.2,0.5,0.5,100,600,2.7883333333333336,3.32,-0.5316666666666663,0.5316666666666663,0.28266944444444403
simulated_Ghana_pop_028,Ghana,99,0.2,0.5,0.2,100,600,3.0766666666666667,3.5,-0.42333333333333334,0.42333333333333334,0.17921111111111113
simulated_Ghana_pop_029,Ghana,9,0.7,0.25,0.5,100,600,1.4483333333333333,1.26,0.18833333333333324,0.18833333333333324,0.03546944444444441
simulated_Ghana_pop_030,Ghana,9,0.7,0.25,0.2,100,600,1.305,1.21,0.09499999999999997,0.09499999999999997,0.009024999999999995
simulated_Ghana_pop_031,Ghana,9,0.2,0.5,0.5,100,600,2.9466666666666668,3.85,-0.9033333333333333,0.9033333333333333,0.8160111111111111
simulated_Ghana_pop_032,Ghana,9,0.2,0.5,0.2,100,600,2.7983333333333333,3.09,-0.2916666666666665,0.2916666666666665,0.08506944444444436
simulated_Ghana_pop_033,Ghana,2.33,0.7,0.25,0.5,100,600,1.2633333333333334,1.19,0.07333333333333347,0.07333333333333347,0.005377777777777798
simulated_Ghana_pop_034,Ghana,2.33,0.7,0.25,0.2,100,600,1.3416666666666666,1.22,0.12166666666666659,0.12166666666666659,0.014802777777777758
simulated_Ghana_pop_035,Ghana,2.33,0.2,0.5,0.5,100,600,2.4616666666666664,3.51,-1.0483333333333333,1.0483333333333333,1.0990027777777778
simulated_Ghana_pop_036,Ghana,2.33,0.2,0.5,0.2,100,600,2.61,3.71,-1.1,1.1,1.2100000000000002
simulated_Ghana_pop_037,Ghana,99,0.7,0.25,0.5,100,600,1.4783333333333333,1.29,0.18833333333333324,0.18833333333333324,0.03546944444444441
simulated_Ghana_pop_038,Ghana,99,0.7,0.25,0.2,100,600,1.385,1.2,0.18500000000000005,0.18500000000000005,0.03422500000000002
simulated_Ghana_pop_039,Ghana,99,0.2,0.5,0.5,100,600,3.216666666666667,4.08,-0.8633333333333333,0.8633333333333333,0.7453444444444444
simulated_Ghana_pop_040,Ghana,99,0.2,0.5,0.2,100,600,3.256666666666667,3.59,-0.33333333333333304,0.33333333333333304,0.11111111111111091
simulated_Ghana_pop_041,Ghana,9,0.7,0.25,0.5,100,600,1.4016666666666666,1.24,0.16166666666666663,0.16166666666666663,0.026136111111111096
simulated_Ghana_pop_042,Ghana,9,0.7,0.25,0.2,100,600,1.2866666666666666,1.17,0.1166666666666667,0.1166666666666667,0.013611111111111117
simulated_Ghana_pop_043,Ghana,9,0.2,0.5,0.5,100,600,2.6616666666666666,3.48,-0.8183333333333334,0.8183333333333334,0.6696694444444444
simulated_Ghana_pop_044,Ghana,9,0.2,0.5,0.2,100,600,2.7483333333333335,3.2,-0.45166666666666666,0.45166666666666666,0.20400277777777778
simulated_Ghana_pop_045,Ghana,2.33,0.7,0.25,0.5,100,600,1.3183333333333334,1.21,0.10833333333333339,0.10833333333333339,0.011736111111111124
simulated_Ghana_pop_046,Ghana,2.33,0.7,0.25,0.2,100,600,1.2966666666666666,1.18,0.1166666666666667,0.1166666666666667,0.013611111111111117
simulated_Ghana_pop_047,Ghana,2.33,0.2,0.5,0.5,100,600,2.7933333333333334,3.47,-0.6766666666666667,0.6766666666666667,0.4578777777777779
simulated_Ghana_pop_048,Ghana,2.33,0.2,0.5,0.2,100,600,2.54,3.7,-1.1600000000000001,1.1600000000000001,1.3456000000000004
simulated_Ghana_pop_049,Ghana,99,0.7,0.25,0.5,100,600,1.2666666666666666,1.15,0.1166666666666667,0.1166666666666667,0.013611111111111117
simulated_Ghana_pop_050,Ghana,99,0.7,0.25,0.2,100,600,1.5466666666666666,1.3,0.2466666666666666,0.2466666666666666,0.06084444444444441
simulated_Ghana_pop_051,Ghana,99,0.2,0.5,0.5,100,600,3.175,4.14,-0.9649999999999999,0.9649999999999999,0.9312249999999997
simulated_Ghana_pop_052,Ghana,99,0.2,0.5,0.2,100,600,2.8566666666666665,3.05,-0.19333333333333336,0.19333333333333336,0.03737777777777779
simulated_Ghana_pop_053,Ghana,9,0.7,0.25,0.5,100,600,1.4533333333333334,1.33,0.1233333333333333,0.1233333333333333,0.015211111111111102
simulated_Ghana_pop_054,Ghana,9,0.7,0.25,0.2,100,600,1.3833333333333333,1.24,0.1433333333333333,0.1433333333333333,0.020544444444444438
simulated_Ghana_pop_055,Ghana,9,0.2,0.5,0.5,100,600,2.9783333333333335,3.3,-0.3216666666666663,0.3216666666666663,0.10346944444444423
simulated_Ghana_pop_056,Ghana,9,0.2,0.5,0.2,100,600,2.953333333333333,3.21,-0.2566666666666668,0.2566666666666668,0.06587777777777785
simulated_Ghana_pop_057,Ghana,2.33,0.7,0.25,0.5,100,600,1.46,1.33,0.1299999999999999,0.1299999999999999,0.01689999999999997
simulated_Ghana_pop_058,Ghana,2.33,0.7,0.25,0.2,100,600,1.3083333333333333,1.23,0.07833333333333337,0.07833333333333337,0.0061361111111111165
simulated_Ghana_pop_059,Ghana,2.33,0.2,0.5,0.5,100,600,2.42,3.48,-1.06,1.06,1.1236000000000002
