sample_id,paramset_id,country,pop_alpha,coi_p,coi_r,k_s,n_rows,rmse,mae,bias
57,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.5,10,1.8973665961010275,0.6,-0.6
57,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.2,10,1,0.4,-0.2
57,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.5,10,0,0,0
57,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.2,10,4.909175083453431,3.5,-2.9
57,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.5,10,2.720294101747089,1.4,-1
57,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
57,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.5,10,0.7745966692414834,0.4,0.4
57,naive_coi_paramset3,Ghana,2.33,0.2,0.5,0.2,10,1.51657508881031,0.9,-0.7
57,naive_coi_paramset3,Ghana,2.33,0.2,0.5,0.5,10,3.130495168499706,1.4,-1.4
57,naive_coi_paramset3,Ghana,2.33,0.7,0.25,0.2,10,0,0,0
57,naive_coi_paramset3,Ghana,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
57,naive_coi_paramset3,Ghana,9,0.2,0.5,0.2,10,1.0954451150103321,0.8,-0.2
57,naive_coi_paramset3,Ghana,9,0.2,0.5,0.5,10,1.3038404810405297,0.5,-0.3
57,naive_coi_paramset3,Ghana,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
57,naive_coi_paramset3,Ghana,9,0.7,0.25,0.5,10,0.894427190999916,0.6,0.6
57,naive_coi_paramset3,Ghana,99,0.2,0.5,0.2,10,0.7745966692414834,0.4,0.4
57,naive_coi_paramset3,Ghana,99,0.2,0.5,0.5,10,1.0954451150103321,0.8,0.4
57,naive_coi_paramset3,Ghana,99,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
57,naive_coi_paramset3,Ghana,99,0.7,0.25,0.5,10,0.5477225575051661,0.3,0.3
57,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.2,10,4.483302354291979,2.5,-1.7
57,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.5,10,2.5298221281347035,1.4,-1
57,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.2,10,0.44721359549995793,0.2,0.2
57,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
57,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.2,10,1.1832159566199232,1,0.6
57,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.5,10,1.449137674618944,1.1,0.5
57,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.2,10,1.140175425099138,0.7,0.3
57,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.5,10,0.9486832980505139,0.5,0.5
57,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.2,10,3.521363372331802,2.6,-1.6
57,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.5,10,1.6431676725154984,1.3,0.7
57,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.2,10,0.6324555320336759,0.2,0.2
57,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.5,10,1.449137674618944,0.9,0.9
57,naive_coi_paramset4,Ghana,2.33,0.2,0.5,0.2,10,1.7888543819998317,1.6,1
57,naive_coi_paramset4,Ghana,2.33,0.2,0.5,0.5,10,2.846049894151541,1.3,-1.1
57,naive_coi_paramset4,Ghana,2.33,0.7,0.25,0.2,10,0.6324555320336759,0.2,0.2
57,naive_coi_paramset4,Ghana,2.33,0.7,0.25,0.5,10,0.7071067811865476,0.3,0.3
57,naive_coi_paramset4,Ghana,9,0.2,0.5,0.2,10,1.140175425099138,0.7,0.7
57,naive_coi_paramset4,Ghana,9,0.2,0.5,0.5,10,1.4142135623730951,1,0.8
57,naive_coi_paramset4,Ghana,9,0.7,0.25,0.2,10,0.8944271909999159,0.4,0.4
57,naive_coi_paramset4,Ghana,9,0.7,0.25,0.5,10,1.449137674618944,1.1,1.1
57,naive_coi_paramset4,Ghana,99,0.2,0.5,0.2,10,1.449137674618944,0.9,0.9
57,naive_coi_paramset4,Ghana,99,0.2,0.5,0.5,10,1.9748417658131499,1.5,1.5
57,naive_coi_paramset4,Ghana,99,0.7,0.25,0.2,10,0.9486832980505138,0.3,0.3
57,naive_coi_paramset4,Ghana,99,0.7,0.25,0.5,10,1.0954451150103321,0.6,0.6
57,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.2,10,4.560701700396552,2.6,-2
57,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.5,10,2.6267851073127395,1.5,-1.3
57,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.2,10,0.44721359549995793,0.2,0.2
57,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.5,10,0,0,0
57,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.2,10,1.0954451150103321,0.8,0.4
57,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.5,10,1.7320508075688772,1,0
57,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.2,10,1,0.6,0.2
57,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.5,10,0.5477225575051661,0.3,0.3
57,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.2,10,4.135214625627067,3.1,-2.1
57,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.5,10,2.1679483388678804,1.3,-0.5
57,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.2,10,0.6324555320336759,0.2,0.2
57,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.5,10,1.449137674618944,0.9,0.9
57,naive_coi_paramset5,Ghana,2.33,0.2,0.5,0.2,10,1.378404875209022,1.1,0.3
57,naive_coi_paramset5,Ghana,2.33,0.2,0.5,0.5,10,2.846049894151541,1.3,-1.1
57,naive_coi_paramset5,Ghana,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
57,naive_coi_paramset5,Ghana,2.33,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
57,naive_coi_paramset5,Ghana,9,0.2,0.5,0.2,10,1.0488088481701516,0.7,0.3
57,naive_coi_paramset5,Ghana,9,0.2,0.5,0.5,10,1.4142135623730951,1,0.4
57,naive_coi_paramset5,Ghana,9,0.7,0.25,0.2,10,0.44721359549995793,0.2,0.2
57,naive_coi_paramset5,Ghana,9,0.7,0.25,0.5,10,1.4142135623730951,1,1
57,naive_coi_paramset5,Ghana,99,0.2,0.5,0.2,10,1.140175425099138,0.7,0.7
57,naive_coi_paramset5,Ghana,99,0.2,0.5,0.5,10,1.3038404810405297,0.9,0.9
57,naive_coi_paramset5,Ghana,99,0.7,0.25,0.2,10,0.6324555320336759,0.2,0.2
57,naive_coi_paramset5,Ghana,99,0.7,0.25,0.5,10,0.9486832980505139,0.5,0.5
57,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.2,10,4.795831523312719,2.4,-2.4
57,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.5,10,2.6457513110645907,1.6,-1.6
57,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
57,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.5,10,0,0,0
57,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.2,10,1.1832159566199232,0.6,-0.6
57,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.5,10,1.8973665961010275,0.6,-0.6
57,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.2,10,1,0.4,-0.2
57,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.5,10,0,0,0
57,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.2,10,4.604345773288535,3.2,-2.8
57,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.5,10,2.5099800796022262,1.3,-0.9
57,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.2,10,0,0,0
57,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.5,10,0.7745966692414834,0.4,0.4
57,naive_coi_paramset6,Ghana,2.33,0.2,0.5,0.2,10,1.4832396974191326,0.8,-0.8
57,naive_coi_paramset6,Ghana,2.33,0.2,0.5,0.5,10,3.130495168499706,1.4,-1.4
57,naive_coi_paramset6,Ghana,2.33,0.7,0.25,0.2,10,0,0,0
57,naive_coi_paramset6,Ghana,2.33,0.7,0.25,0.5,10,0,0,0
57,naive_coi_paramset6,Ghana,9,0.2,0.5,0.2,10,0.8944271909999159,0.6,-0.2
57,naive_coi_paramset6,Ghana,9,0.2,0.5,0.5,10,1.3038404810405297,0.5,-0.3
57,naive_coi_paramset6,Ghana,9,0.7,0.25,0.2,10,0,0,0
57,naive_coi_paramset6,Ghana,9,0.7,0.25,0.5,10,0.894427190999916,0.6,0.6
57,naive_coi_paramset6,Ghana,99,0.2,0.5,0.2,10,0.7745966692414834,0.4,0.4
57,naive_coi_paramset6,Ghana,99,0.2,0.5,0.5,10,1.0954451150103321,0.8,0.4
57,naive_coi_paramset6,Ghana,99,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
57,naive_coi_paramset6,Ghana,99,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
58,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.2,10,1.6431676725154984,0.9,-0.9
58,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.5,10,4.370354676682432,3.1,-3.1
58,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
58,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
58,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.2,10,3.478505426185217,2.3,-2.3
58,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.5,10,2.8635642126552705,1.4,-1.4
58,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.2,10,0.6324555320336759,0.2,-0.2
58,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
58,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.2,10,1.378404875209022,0.7,-0.7
58,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.5,10,4.878524367060187,2.4,-2.4
58,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.2,10,0,0,0
58,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.5,10,0,0,0
58,naive_coi_paramset1,Ghana,2.33,0.2,0.5,0.2,10,1.3038404810405297,0.5,-0.5
58,naive_coi_paramset1,Ghana,2.33,0.2,0.5,0.5,10,1.378404875209022,0.9,-0.9
58,naive_coi_paramset1,Ghana,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
58,naive_coi_paramset1,Ghana,2.33,0.7,0.25,0.5,10,0,0,0
58,naive_coi_paramset1,Ghana,9,0.2,0.5,0.2,10,1.9235384061671346,1.1,-1.1
58,naive_coi_paramset1,Ghana,9,0.2,0.5,0.5,10,9.423375191511797,4.4,-4.4
58,naive_coi_paramset1,Ghana,9,0.7,0.25,0.2,10,0,0,0
58,naive_coi_paramset1,Ghana,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
58,naive_coi_paramset1,Ghana,99,0.2,0.5,0.2,10,3.301514803843836,1.9,-1.9
58,naive_coi_paramset1,Ghana,99,0.2,0.5,0.5,10,1.70293863659264,0.7,-0.7
58,naive_coi_paramset1,Ghana,99,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
58,naive_coi_paramset1,Ghana,99,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
58,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.2,10,1.4142135623730951,0.8,-0.8
58,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.5,10,4.159326868617084,2.9,-2.9
58,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
58,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
58,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.2,10,2.8284271247461903,1.8,-1.8
58,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.5,10,2.449489742783178,1.2,-1.2
58,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
58,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.5,10,0,0,0
58,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.2,10,1,0.4,-0.4
58,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.5,10,4.123105625617661,2,-1.8
58,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.2,10,0,0,0
58,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.5,10,0,0,0
58,naive_coi_paramset2,Ghana,2.33,0.2,0.5,0.2,10,1.3038404810405297,0.5,-0.5
58,naive_coi_paramset2,Ghana,2.33,0.2,0.5,0.5,10,0.8366600265340755,0.5,-0.5
58,naive_coi_paramset2,Ghana,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
58,naive_coi_paramset2,Ghana,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset2,Ghana,9,0.2,0.5,0.2,10,1.4142135623730951,0.8,-0.8
58,naive_coi_paramset2,Ghana,9,0.2,0.5,0.5,10,8.983317872590282,3.7,-3.7
58,naive_coi_paramset2,Ghana,9,0.7,0.25,0.2,10,0,0,0
58,naive_coi_paramset2,Ghana,9,0.7,0.25,0.5,10,0,0,0
58,naive_coi_paramset2,Ghana,99,0.2,0.5,0.2,10,2.7928480087537886,1.6,-1.4
58,naive_coi_paramset2,Ghana,99,0.2,0.5,0.5,10,1.3416407864998738,0.6,-0.4
58,naive_coi_paramset2,Ghana,99,0.7,0.25,0.2,10,0.44721359549995793,0.2,0.2
58,naive_coi_paramset2,Ghana,99,0.7,0.25,0.5,10,0,0,0
58,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.2,10,1.140175425099138,0.5,-0.5
58,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.5,10,3.687817782917155,2.4,-2.4
58,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
58,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.5,10,0,0,0
58,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.2,10,2.449489742783178,1.4,-1.4
58,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.5,10,2.0248456731316584,0.9,-0.7
58,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.2,10,0.44721359549995793,0.2,0
58,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
58,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.2,10,1,0.4,-0.2
58,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.5,10,4.08656334834051,2.1,-1.5
58,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset3,Ghana,2.33,0.2,0.5,0.2,10,1,0.4,-0.2
58,naive_coi_paramset3,Ghana,2.33,0.2,0.5,0.5,10,0.44721359549995793,0.2,0
58,naive_coi_paramset3,Ghana,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset3,Ghana,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset3,Ghana,9,0.2,0.5,0.2,10,1.1832159566199232,0.6,-0.4
58,naive_coi_paramset3,Ghana,9,0.2,0.5,0.5,10,8.62554346113913,3.4,-3.2
58,naive_coi_paramset3,Ghana,9,0.7,0.25,0.2,10,0.7745966692414834,0.4,0.4
58,naive_coi_paramset3,Ghana,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset3,Ghana,99,0.2,0.5,0.2,10,2.449489742783178,1.6,-0.8
58,naive_coi_paramset3,Ghana,99,0.2,0.5,0.5,10,1.2649110640673518,0.8,0
58,naive_coi_paramset3,Ghana,99,0.7,0.25,0.2,10,0.44721359549995793,0.2,0.2
58,naive_coi_paramset3,Ghana,99,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.2,10,0.894427190999916,0.6,0
58,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.5,10,3.478505426185217,2.1,-1.9
58,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.2,10,1.2649110640673518,0.8,-0.2
58,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.5,10,1.816590212458495,1.1,-0.1
58,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.2,10,0.9486832980505138,0.5,0.5
58,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.5,10,0.8366600265340756,0.5,0.5
58,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.2,10,1.2649110640673518,1,1
58,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.5,10,2.16794833886788,1.3,-0.3
58,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.2,10,0.8944271909999159,0.4,0.4
58,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.5,10,0.9486832980505138,0.3,0.3
58,naive_coi_paramset4,Ghana,2.33,0.2,0.5,0.2,10,1.0488088481701516,0.7,0.3
58,naive_coi_paramset4,Ghana,2.33,0.2,0.5,0.5,10,1.140175425099138,0.9,0.9
58,naive_coi_paramset4,Ghana,2.33,0.7,0.25,0.2,10,0.8366600265340755,0.5,0.5
58,naive_coi_paramset4,Ghana,2.33,0.7,0.25,0.5,10,0.9486832980505139,0.5,0.5
58,naive_coi_paramset4,Ghana,9,0.2,0.5,0.2,10,1.224744871391589,0.7,0.5
58,naive_coi_paramset4,Ghana,9,0.2,0.5,0.5,10,6.723094525588644,2.8,-2
58,naive_coi_paramset4,Ghana,9,0.7,0.25,0.2,10,1.0954451150103321,0.6,0.6
58,naive_coi_paramset4,Ghana,9,0.7,0.25,0.5,10,0.5477225575051661,0.3,0.3
58,naive_coi_paramset4,Ghana,99,0.2,0.5,0.2,10,1.8973665961010278,1.4,0.8
58,naive_coi_paramset4,Ghana,99,0.2,0.5,0.5,10,1.449137674618944,0.9,0.9
58,naive_coi_paramset4,Ghana,99,0.7,0.25,0.2,10,1.1832159566199232,0.6,0.6
58,naive_coi_paramset4,Ghana,99,0.7,0.25,0.5,10,0.7071067811865476,0.3,0.3
58,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.2,10,1.0488088481701516,0.5,-0.3
58,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.5,10,3.5637059362410923,2.3,-2.1
58,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
58,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.5,10,0,0,0
58,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.2,10,1.70293863659264,1.1,-0.7
58,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.5,10,1.70293863659264,0.9,-0.3
58,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.2,10,0.447213595499958,0.2,0.2
58,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.5,10,0.5477225575051661,0.3,0.3
58,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.2,10,0.9486832980505139,0.7,0.5
58,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.5,10,3.40587727318528,1.8,-1
58,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.2,10,0.44721359549995793,0.2,0.2
58,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.5,10,0.6324555320336759,0.2,0.2
58,naive_coi_paramset5,Ghana,2.33,0.2,0.5,0.2,10,0.8366600265340756,0.5,0.1
58,naive_coi_paramset5,Ghana,2.33,0.2,0.5,0.5,10,0.7745966692414834,0.6,0.4
58,naive_coi_paramset5,Ghana,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset5,Ghana,2.33,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
58,naive_coi_paramset5,Ghana,9,0.2,0.5,0.2,10,1,0.6,0
58,naive_coi_paramset5,Ghana,9,0.2,0.5,0.5,10,7.00713921654194,2.7,-2.3
58,naive_coi_paramset5,Ghana,9,0.7,0.25,0.2,10,1.0954451150103321,0.6,0.6
58,naive_coi_paramset5,Ghana,9,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
58,naive_coi_paramset5,Ghana,99,0.2,0.5,0.2,10,1.9493588689617927,1.2,-0.2
58,naive_coi_paramset5,Ghana,99,0.2,0.5,0.5,10,1.0954451150103321,0.6,0.6
58,naive_coi_paramset5,Ghana,99,0.7,0.25,0.2,10,0.7071067811865476,0.3,0.3
58,naive_coi_paramset5,Ghana,99,0.7,0.25,0.5,10,0.6324555320336759,0.2,0.2
58,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.2,10,1.140175425099138,0.5,-0.5
58,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.5,10,3.7282703764614498,2.5,-2.5
58,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.2,10,0,0,0
58,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.5,10,0,0,0
58,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.2,10,2.2135943621178655,1.3,-1.3
58,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.5,10,2.0248456731316584,0.9,-0.7
58,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
58,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.5,10,0.44721359549995793,0.2,0.2
58,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.2,10,1,0.4,-0.2
58,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.5,10,3.794733192202055,2,-1.4
58,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset6,Ghana,2.33,0.2,0.5,0.2,10,1.0488088481701516,0.5,-0.3
58,naive_coi_paramset6,Ghana,2.33,0.2,0.5,0.5,10,0.44721359549995793,0.2,0
58,naive_coi_paramset6,Ghana,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset6,Ghana,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset6,Ghana,9,0.2,0.5,0.2,10,0.7745966692414834,0.4,-0.2
58,naive_coi_paramset6,Ghana,9,0.2,0.5,0.5,10,8.312640976248161,3.3,-3.1
58,naive_coi_paramset6,Ghana,9,0.7,0.25,0.2,10,0.5477225575051661,0.3,0.3
58,naive_coi_paramset6,Ghana,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
58,naive_coi_paramset6,Ghana,99,0.2,0.5,0.2,10,2.280350850198276,1.4,-0.8
58,naive_coi_paramset6,Ghana,99,0.2,0.5,0.5,10,1.2649110640673518,0.8,0
58,naive_coi_paramset6,Ghana,99,0.7,0.25,0.2,10,0.44721359549995793,0.2,0.2
58,naive_coi_paramset6,Ghana,99,0.7,0.25,0.5,10,0.31622776601683794,0.1,0.1
59,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.2,10,4.254409477236529,2.7,-2.7
59,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.5,10,2.4899799195977463,1.6,-1.6
59,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
59,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
59,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.2,10,1.0488088481701516,0.5,-0.5
59,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.5,10,2.073644135332772,1.1,-1.1
59,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.2,10,0,0,0
59,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.5,10,0.6324555320336759,0.2,-0.2
59,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.2,10,6.715653356152326,3.1,-3.1
59,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.5,10,0.8944271909999159,0.4,-0.4
59,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.2,10,0,0,0
59,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.5,10,0,0,0
59,naive_coi_paramset1,Ghana,2.33,0.2,0.5,0.2,10,2.23606797749979,1.4,-1.4
59,naive_coi_paramset1,Ghana,2.33,0.2,0.5,0.5,10,2.9154759474226504,2.1,-2.1
59,naive_coi_paramset1,Ghana,2.33,0.7,0.25,0.2,10,0,0,0
59,naive_coi_paramset1,Ghana,2.33,0.7,0.25,0.5,10,0.44721359549995793,0.2,-0.2
59,naive_coi_paramset1,Ghana,9,0.2,0.5,0.2,10,1,0.6,-0.6
59,naive_coi_paramset1,Ghana,9,0.2,0.5,0.5,10,1.8973665961010278,1.2,-1.2
59,naive_coi_paramset1,Ghana,9,0.7,0.25,0.2,10,0.9486832980505138,0.3,-0.3
59,naive_coi_paramset1,Ghana,9,0.7,0.25,0.5,10,0,0,0
59,naive_coi_paramset1,Ghana,99,0.2,0.5,0.2,10,2.258317958127243,1.1,-1.1
59,naive_coi_paramset1,Ghana,99,0.2,0.5,0.5,10,3.5496478698597693,2.2,-2.2
59,naive_coi_paramset1,Ghana,99,0.7,0.25,0.2,10,0,0,0
59,naive_coi_paramset1,Ghana,99,0.7,0.25,0.5,10,0,0,0
59,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.2,10,3.794733192202055,2.4,-2.4
59,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.5,10,1.9748417658131499,1.3,-1.3
59,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.2,10,0.31622776601683794,0.1,-0.1
59,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
59,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.2,10,0.9486832980505138,0.3,-0.3
59,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.5,10,1.816590212458495,0.9,-0.9
59,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.2,10,0,0,0
59,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.5,10,0.31622776601683794,0.1,-0.1
59,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.2,10,6.212889826803627,2.6,-2.6
59,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.5,10,0.44721359549995793,0.2,-0.2
59,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.2,10,0,0,0
59,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.5,10,0,0,0
59,naive_coi_paramset2,Ghana,2.33,0.2,0.5,0.2,10,1.7320508075688772,1,-1
59,naive_coi_paramset2,Ghana,2.33,0.2,0.5,0.5,10,2.32379000772445,1.6,-1.6
59,naive_coi_paramset2,Ghana,2.33,0.7,0.25,0.2,10,0,0,0
59,naive_coi_paramset2,Ghana,2.33,0.7,0.25,0.5,10,0,0,0
59,naive_coi_paramset2,Ghana,9,0.2,0.5,0.2,10,0.44721359549995793,0.2,0.2
59,naive_coi_paramset2,Ghana,9,0.2,0.5,0.5,10,0.9486832980505138,0.5,-0.5
