sim_id,paramset_id,country,pop_alpha,coi_p,coi_r,k_s,n_samples,n_rows,mean_tool_coi,mean_sim_coi,mean_error,abs_mean_error,mean_sq_error,method,quantile_threshold,integer_threshold,paramset_label
simulated_Cambodia_pop_050,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.2,100,100,1.26,1.2,0.06000000000000005,0.06000000000000005,0.0036000000000000064,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_050,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.2,100,100,1.48,1.2,0.28,0.28,0.07840000000000001,integer_method,NA,1,int=1
simulated_Cambodia_pop_050,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.2,100,100,1.39,1.2,0.18999999999999995,0.18999999999999995,0.03609999999999998,integer_method,NA,2,int=2
simulated_Cambodia_pop_050,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.2,100,100,1.23,1.2,0.030000000000000027,0.030000000000000027,9.000000000000016e-4,integer_method,NA,5,int=5
simulated_Cambodia_pop_051,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.5,100,100,1.74,3.54,-1.8,1.8,3.24,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_051,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.5,100,100,2.23,3.54,-1.31,1.31,1.7161000000000002,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_051,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.5,100,100,2.66,3.54,-0.8799999999999999,0.8799999999999999,0.7743999999999999,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_051,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.5,100,100,3.81,3.54,0.27,0.27,0.0729,integer_method,NA,1,int=1
simulated_Cambodia_pop_051,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.5,100,100,3.29,3.54,-0.25,0.25,0.0625,integer_method,NA,2,int=2
simulated_Cambodia_pop_051,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.5,100,100,2.7,3.54,-0.8399999999999999,0.8399999999999999,0.7055999999999998,integer_method,NA,5,int=5
simulated_Cambodia_pop_052,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.2,100,100,1.77,3.29,-1.52,1.52,2.3104,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_052,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.2,100,100,2.22,3.29,-1.0699999999999998,1.0699999999999998,1.1448999999999996,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_052,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.2,100,100,2.65,3.29,-0.6400000000000001,0.6400000000000001,0.4096000000000002,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_052,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.2,100,100,3.79,3.29,0.5,0.5,0.25,integer_method,NA,1,int=1
simulated_Cambodia_pop_052,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.2,100,100,3.2,3.29,-0.08999999999999986,0.08999999999999986,0.008099999999999975,integer_method,NA,2,int=2
simulated_Cambodia_pop_052,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.2,100,100,2.64,3.29,-0.6499999999999999,0.6499999999999999,0.4224999999999999,integer_method,NA,5,int=5
simulated_Cambodia_pop_053,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.5,100,100,1.18,1.24,-0.06000000000000005,0.06000000000000005,0.0036000000000000064,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_053,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.5,100,100,1.2,1.24,-0.040000000000000036,0.040000000000000036,0.001600000000000003,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_053,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.5,100,100,1.35,1.24,0.1100000000000001,0.1100000000000001,0.012100000000000022,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_053,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.5,100,100,1.59,1.24,0.3500000000000001,0.3500000000000001,0.12250000000000007,integer_method,NA,1,int=1
simulated_Cambodia_pop_053,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.5,100,100,1.48,1.24,0.24,0.24,0.0576,integer_method,NA,2,int=2
simulated_Cambodia_pop_053,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.5,100,100,1.28,1.24,0.040000000000000036,0.040000000000000036,0.001600000000000003,integer_method,NA,5,int=5
simulated_Cambodia_pop_054,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.2,100,100,1.21,1.27,-0.06000000000000005,0.06000000000000005,0.0036000000000000064,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_054,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.2,100,100,1.23,1.27,-0.040000000000000036,0.040000000000000036,0.001600000000000003,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_054,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.2,100,100,1.26,1.27,-0.010000000000000009,0.010000000000000009,1.0000000000000018e-4,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_054,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.2,100,100,1.59,1.27,0.32000000000000006,0.32000000000000006,0.10240000000000005,integer_method,NA,1,int=1
simulated_Cambodia_pop_054,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.2,100,100,1.46,1.27,0.18999999999999995,0.18999999999999995,0.03609999999999998,integer_method,NA,2,int=2
simulated_Cambodia_pop_054,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.2,100,100,1.25,1.27,-0.020000000000000018,0.020000000000000018,4.000000000000007e-4,integer_method,NA,5,int=5
simulated_Cambodia_pop_055,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.5,100,100,1.84,4,-2.16,2.16,4.6656,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_055,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.5,100,100,2.24,4,-1.7599999999999998,1.7599999999999998,3.0975999999999995,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_055,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.5,100,100,2.61,4,-1.3900000000000001,1.3900000000000001,1.9321000000000004,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_055,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.5,100,100,3.67,4,-0.33000000000000007,0.33000000000000007,0.10890000000000005,integer_method,NA,1,int=1
simulated_Cambodia_pop_055,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.5,100,100,3.14,4,-0.8599999999999999,0.8599999999999999,0.7395999999999998,integer_method,NA,2,int=2
simulated_Cambodia_pop_055,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.5,100,100,2.65,4,-1.35,1.35,1.8225000000000002,integer_method,NA,5,int=5
simulated_Cambodia_pop_056,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.2,100,100,1.67,3.21,-1.54,1.54,2.3716,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_056,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.2,100,100,2.03,3.21,-1.1800000000000002,1.1800000000000002,1.3924000000000003,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_056,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.2,100,100,2.32,3.21,-0.8900000000000001,0.8900000000000001,0.7921000000000002,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_056,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.2,100,100,3.27,3.21,0.06000000000000005,0.06000000000000005,0.0036000000000000064,integer_method,NA,1,int=1
simulated_Cambodia_pop_056,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.2,100,100,2.79,3.21,-0.41999999999999993,0.41999999999999993,0.17639999999999995,integer_method,NA,2,int=2
simulated_Cambodia_pop_056,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.2,100,100,2.35,3.21,-0.8599999999999999,0.8599999999999999,0.7395999999999998,integer_method,NA,5,int=5
simulated_Cambodia_pop_057,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.5,100,100,1.08,1.1,-0.020000000000000018,0.020000000000000018,4.000000000000007e-4,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_057,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.5,100,100,1.09,1.1,-0.010000000000000009,0.010000000000000009,1.0000000000000018e-4,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_057,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.5,100,100,1.14,1.1,0.039999999999999813,0.039999999999999813,0.0015999999999999851,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_057,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.5,100,100,1.2,1.1,0.09999999999999987,0.09999999999999987,0.009999999999999974,integer_method,NA,1,int=1
simulated_Cambodia_pop_057,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.5,100,100,1.16,1.1,0.05999999999999983,0.05999999999999983,0.00359999999999998,integer_method,NA,2,int=2
simulated_Cambodia_pop_057,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.5,100,100,1.14,1.1,0.039999999999999813,0.039999999999999813,0.0015999999999999851,integer_method,NA,5,int=5
simulated_Cambodia_pop_058,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.2,100,100,1.14,1.23,-0.09000000000000008,0.09000000000000008,0.008100000000000015,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_058,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.2,100,100,1.17,1.23,-0.06000000000000005,0.06000000000000005,0.0036000000000000064,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_058,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.2,100,100,1.2,1.23,-0.030000000000000027,0.030000000000000027,9.000000000000016e-4,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_058,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.2,100,100,1.36,1.23,0.13000000000000012,0.13000000000000012,0.01690000000000003,integer_method,NA,1,int=1
simulated_Cambodia_pop_058,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.2,100,100,1.28,1.23,0.050000000000000044,0.050000000000000044,0.0025000000000000044,integer_method,NA,2,int=2
simulated_Cambodia_pop_058,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.2,100,100,1.2,1.23,-0.030000000000000027,0.030000000000000027,9.000000000000016e-4,integer_method,NA,5,int=5
simulated_Cambodia_pop_059,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.5,100,100,1.77,3.78,-2.01,2.01,4.040099999999999,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_059,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.5,100,100,2.05,3.78,-1.73,1.73,2.9929,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_059,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.5,100,100,2.38,3.78,-1.4,1.4,1.9599999999999997,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_059,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.5,100,100,3.15,3.78,-0.6299999999999999,0.6299999999999999,0.39689999999999986,integer_method,NA,1,int=1
simulated_Cambodia_pop_059,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.5,100,100,2.74,3.78,-1.0399999999999996,1.0399999999999996,1.0815999999999992,integer_method,NA,2,int=2
simulated_Cambodia_pop_059,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.5,100,100,2.39,3.78,-1.3899999999999997,1.3899999999999997,1.932099999999999,integer_method,NA,5,int=5
simulated_Cambodia_pop_060,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.2,100,100,1.63,3.13,-1.5,1.5,2.25,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_060,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.2,100,100,1.84,3.13,-1.2899999999999998,1.2899999999999998,1.6640999999999995,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_060,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.2,100,100,2.06,3.13,-1.0699999999999998,1.0699999999999998,1.1448999999999996,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_060,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.2,100,100,2.71,3.13,-0.41999999999999993,0.41999999999999993,0.17639999999999995,integer_method,NA,1,int=1
simulated_Cambodia_pop_060,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.2,100,100,2.47,3.13,-0.6599999999999997,0.6599999999999997,0.4355999999999996,integer_method,NA,2,int=2
simulated_Cambodia_pop_060,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.2,100,100,2.02,3.13,-1.1099999999999999,1.1099999999999999,1.2320999999999998,integer_method,NA,5,int=5
simulated_Cambodia_pop_061,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.5,100,100,1.14,1.21,-0.07000000000000006,0.07000000000000006,0.0049000000000000085,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_061,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.5,100,100,1.21,1.21,0,0,0,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_061,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.5,100,100,1.28,1.21,0.07000000000000006,0.07000000000000006,0.0049000000000000085,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_061,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.5,100,100,1.42,1.21,0.20999999999999996,0.20999999999999996,0.044099999999999986,integer_method,NA,1,int=1
simulated_Cambodia_pop_061,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.5,100,100,1.35,1.21,0.14000000000000012,0.14000000000000012,0.019600000000000034,integer_method,NA,2,int=2
simulated_Cambodia_pop_061,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.5,100,100,1.25,1.21,0.040000000000000036,0.040000000000000036,0.001600000000000003,integer_method,NA,5,int=5
simulated_Cambodia_pop_062,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.2,100,100,1.2,1.22,-0.020000000000000018,0.020000000000000018,4.000000000000007e-4,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_062,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.2,100,100,1.23,1.22,0.010000000000000009,0.010000000000000009,1.0000000000000018e-4,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_062,naive_coi_paramset3,Cambodia,99,0.7,0.25,0.2,100,100,1.38,1.22,0.15999999999999992,0.15999999999999992,0.025599999999999973,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_062,naive_coi_paramset4,Cambodia,99,0.7,0.25,0.2,100,100,1.58,1.22,0.3600000000000001,0.3600000000000001,0.12960000000000008,integer_method,NA,1,int=1
simulated_Cambodia_pop_062,naive_coi_paramset5,Cambodia,99,0.7,0.25,0.2,100,100,1.45,1.22,0.22999999999999998,0.22999999999999998,0.05289999999999999,integer_method,NA,2,int=2
simulated_Cambodia_pop_062,naive_coi_paramset6,Cambodia,99,0.7,0.25,0.2,100,100,1.35,1.22,0.13000000000000012,0.13000000000000012,0.01690000000000003,integer_method,NA,5,int=5
simulated_Cambodia_pop_063,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.5,100,100,1.79,3.95,-2.16,2.16,4.6656,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_063,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.5,100,100,2.4,3.95,-1.5500000000000003,1.5500000000000003,2.4025000000000007,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_063,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.5,100,100,2.84,3.95,-1.1100000000000003,1.1100000000000003,1.2321000000000006,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_063,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.5,100,100,4.19,3.95,0.2400000000000002,0.2400000000000002,0.0576000000000001,integer_method,NA,1,int=1
simulated_Cambodia_pop_063,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.5,100,100,3.47,3.95,-0.48,0.48,0.2304,integer_method,NA,2,int=2
simulated_Cambodia_pop_063,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.5,100,100,2.84,3.95,-1.1100000000000003,1.1100000000000003,1.2321000000000006,integer_method,NA,5,int=5
simulated_Cambodia_pop_064,naive_coi_paramset1,Cambodia,99,0.2,0.5,0.2,100,100,1.67,2.9,-1.23,1.23,1.5129,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_064,naive_coi_paramset2,Cambodia,99,0.2,0.5,0.2,100,100,1.99,2.9,-0.9099999999999999,0.9099999999999999,0.8280999999999998,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_064,naive_coi_paramset3,Cambodia,99,0.2,0.5,0.2,100,100,2.4,2.9,-0.5,0.5,0.25,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_064,naive_coi_paramset4,Cambodia,99,0.2,0.5,0.2,100,100,3.3,2.9,0.3999999999999999,0.3999999999999999,0.15999999999999992,integer_method,NA,1,int=1
simulated_Cambodia_pop_064,naive_coi_paramset5,Cambodia,99,0.2,0.5,0.2,100,100,2.87,2.9,-0.029999999999999805,0.029999999999999805,8.999999999999883e-4,integer_method,NA,2,int=2
simulated_Cambodia_pop_064,naive_coi_paramset6,Cambodia,99,0.2,0.5,0.2,100,100,2.42,2.9,-0.48,0.48,0.2304,integer_method,NA,5,int=5
simulated_Cambodia_pop_065,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.5,100,100,1.12,1.17,-0.04999999999999982,0.04999999999999982,0.0024999999999999823,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_065,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.5,100,100,1.14,1.17,-0.030000000000000027,0.030000000000000027,9.000000000000016e-4,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_065,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.5,100,100,1.2,1.17,0.030000000000000027,0.030000000000000027,9.000000000000016e-4,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_065,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.5,100,100,1.37,1.17,0.20000000000000018,0.20000000000000018,0.04000000000000007,integer_method,NA,1,int=1
simulated_Cambodia_pop_065,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.5,100,100,1.25,1.17,0.08000000000000007,0.08000000000000007,0.006400000000000012,integer_method,NA,2,int=2
simulated_Cambodia_pop_065,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.5,100,100,1.19,1.17,0.020000000000000018,0.020000000000000018,4.000000000000007e-4,integer_method,NA,5,int=5
simulated_Cambodia_pop_066,naive_coi_paramset1,Cambodia,9,0.7,0.25,0.2,100,100,1.2,1.27,-0.07000000000000006,0.07000000000000006,0.0049000000000000085,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_066,naive_coi_paramset2,Cambodia,9,0.7,0.25,0.2,100,100,1.24,1.27,-0.030000000000000027,0.030000000000000027,9.000000000000016e-4,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_066,naive_coi_paramset3,Cambodia,9,0.7,0.25,0.2,100,100,1.39,1.27,0.11999999999999988,0.11999999999999988,0.014399999999999972,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_066,naive_coi_paramset4,Cambodia,9,0.7,0.25,0.2,100,100,1.62,1.27,0.3500000000000001,0.3500000000000001,0.12250000000000007,integer_method,NA,1,int=1
simulated_Cambodia_pop_066,naive_coi_paramset5,Cambodia,9,0.7,0.25,0.2,100,100,1.54,1.27,0.27,0.27,0.0729,integer_method,NA,2,int=2
simulated_Cambodia_pop_066,naive_coi_paramset6,Cambodia,9,0.7,0.25,0.2,100,100,1.34,1.27,0.07000000000000006,0.07000000000000006,0.0049000000000000085,integer_method,NA,5,int=5
simulated_Cambodia_pop_067,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.5,100,100,1.7,3.33,-1.6300000000000001,1.6300000000000001,2.6569000000000003,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_067,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.5,100,100,1.97,3.33,-1.36,1.36,1.8496000000000004,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_067,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.5,100,100,2.41,3.33,-0.9199999999999999,0.9199999999999999,0.8463999999999998,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_067,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.5,100,100,3.46,3.33,0.1299999999999999,0.1299999999999999,0.01689999999999997,integer_method,NA,1,int=1
simulated_Cambodia_pop_067,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.5,100,100,3.07,3.33,-0.26000000000000023,0.26000000000000023,0.06760000000000012,integer_method,NA,2,int=2
simulated_Cambodia_pop_067,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.5,100,100,2.39,3.33,-0.94,0.94,0.8835999999999999,integer_method,NA,5,int=5
simulated_Cambodia_pop_068,naive_coi_paramset1,Cambodia,9,0.2,0.5,0.2,100,100,1.73,3.07,-1.3399999999999999,1.3399999999999999,1.7955999999999996,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_068,naive_coi_paramset2,Cambodia,9,0.2,0.5,0.2,100,100,2.09,3.07,-0.98,0.98,0.9603999999999999,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_068,naive_coi_paramset3,Cambodia,9,0.2,0.5,0.2,100,100,2.58,3.07,-0.48999999999999977,0.48999999999999977,0.24009999999999979,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_068,naive_coi_paramset4,Cambodia,9,0.2,0.5,0.2,100,100,3.35,3.07,0.28000000000000025,0.28000000000000025,0.07840000000000014,integer_method,NA,1,int=1
simulated_Cambodia_pop_068,naive_coi_paramset5,Cambodia,9,0.2,0.5,0.2,100,100,3.05,3.07,-0.020000000000000018,0.020000000000000018,4.000000000000007e-4,integer_method,NA,2,int=2
simulated_Cambodia_pop_068,naive_coi_paramset6,Cambodia,9,0.2,0.5,0.2,100,100,2.54,3.07,-0.5299999999999998,0.5299999999999998,0.2808999999999998,integer_method,NA,5,int=5
simulated_Cambodia_pop_069,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.5,100,100,1.3,1.43,-0.1299999999999999,0.1299999999999999,0.01689999999999997,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_069,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.5,100,100,1.35,1.43,-0.07999999999999985,0.07999999999999985,0.006399999999999976,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_069,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.5,100,100,1.42,1.43,-0.010000000000000009,0.010000000000000009,1.0000000000000018e-4,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_069,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.5,100,100,1.82,1.43,0.3900000000000001,0.3900000000000001,0.1521000000000001,integer_method,NA,1,int=1
simulated_Cambodia_pop_069,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.5,100,100,1.69,1.43,0.26,0.26,0.06760000000000001,integer_method,NA,2,int=2
simulated_Cambodia_pop_069,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.5,100,100,1.41,1.43,-0.020000000000000018,0.020000000000000018,4.000000000000007e-4,integer_method,NA,5,int=5
simulated_Cambodia_pop_070,naive_coi_paramset1,Cambodia,2.33,0.7,0.25,0.2,100,100,1.2,1.23,-0.030000000000000027,0.030000000000000027,9.000000000000016e-4,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_070,naive_coi_paramset2,Cambodia,2.33,0.7,0.25,0.2,100,100,1.2,1.23,-0.030000000000000027,0.030000000000000027,9.000000000000016e-4,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_070,naive_coi_paramset3,Cambodia,2.33,0.7,0.25,0.2,100,100,1.27,1.23,0.040000000000000036,0.040000000000000036,0.001600000000000003,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_070,naive_coi_paramset4,Cambodia,2.33,0.7,0.25,0.2,100,100,1.46,1.23,0.22999999999999998,0.22999999999999998,0.05289999999999999,integer_method,NA,1,int=1
simulated_Cambodia_pop_070,naive_coi_paramset5,Cambodia,2.33,0.7,0.25,0.2,100,100,1.32,1.23,0.09000000000000008,0.09000000000000008,0.008100000000000015,integer_method,NA,2,int=2
simulated_Cambodia_pop_070,naive_coi_paramset6,Cambodia,2.33,0.7,0.25,0.2,100,100,1.26,1.23,0.030000000000000027,0.030000000000000027,9.000000000000016e-4,integer_method,NA,5,int=5
simulated_Cambodia_pop_071,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.5,100,100,1.68,4.03,-2.3500000000000005,2.3500000000000005,5.522500000000003,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_071,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.5,100,100,1.92,4.03,-2.1100000000000003,2.1100000000000003,4.4521000000000015,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_071,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.5,100,100,2.28,4.03,-1.7500000000000004,1.7500000000000004,3.0625000000000018,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_071,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.5,100,100,2.89,4.03,-1.1400000000000001,1.1400000000000001,1.2996000000000003,integer_method,NA,1,int=1
simulated_Cambodia_pop_071,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.5,100,100,2.65,4.03,-1.3800000000000003,1.3800000000000003,1.904400000000001,integer_method,NA,2,int=2
simulated_Cambodia_pop_071,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.5,100,100,2.25,4.03,-1.7800000000000002,1.7800000000000002,3.168400000000001,integer_method,NA,5,int=5
simulated_Cambodia_pop_072,naive_coi_paramset1,Cambodia,2.33,0.2,0.5,0.2,100,100,1.61,2.89,-1.28,1.28,1.6384,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_072,naive_coi_paramset2,Cambodia,2.33,0.2,0.5,0.2,100,100,1.74,2.89,-1.1500000000000001,1.1500000000000001,1.3225000000000002,quantile_method,0.05,NA,q=0.050
simulated_Cambodia_pop_072,naive_coi_paramset3,Cambodia,2.33,0.2,0.5,0.2,100,100,2.02,2.89,-0.8700000000000001,0.8700000000000001,0.7569000000000002,quantile_method,0.025,NA,q=0.025
simulated_Cambodia_pop_072,naive_coi_paramset4,Cambodia,2.33,0.2,0.5,0.2,100,100,2.69,2.89,-0.20000000000000018,0.20000000000000018,0.04000000000000007,integer_method,NA,1,int=1
simulated_Cambodia_pop_072,naive_coi_paramset5,Cambodia,2.33,0.2,0.5,0.2,100,100,2.39,2.89,-0.5,0.5,0.25,integer_method,NA,2,int=2
simulated_Cambodia_pop_072,naive_coi_paramset6,Cambodia,2.33,0.2,0.5,0.2,100,100,2.02,2.89,-0.8700000000000001,0.8700000000000001,0.7569000000000002,integer_method,NA,5,int=5
simulated_Cambodia_pop_073,naive_coi_paramset1,Cambodia,99,0.7,0.25,0.5,100,100,1.17,1.2,-0.030000000000000027,0.030000000000000027,9.000000000000016e-4,quantile_method,0.1,NA,q=0.100
simulated_Cambodia_pop_073,naive_coi_paramset2,Cambodia,99,0.7,0.25,0.5,100,100,1.18,1.2,-0.020000000000000018,0.020000000000000018,4.000000000000007e-4,quantile_method,0.05,NA,q=0.050
